"KIS_ID","Chromosome","Start_position","End_position","UMAG_ID","Description","Gene_type","Prot_ID"
"KIS67889","USMA_521_v2_11",248095,250542,"UMAG_03945","putative peroxisomal half ABC transporter","Putative","11238"
"KIS67890","USMA_521_v2_11",250604,251304,"UMAG_12247","hypothetical protein","Hypothetical","11239"
"KIS67891","USMA_521_v2_11",251773,254049,"UMAG_03946","hypothetical protein","Hypothetical","11240"
"KIS67892","USMA_521_v2_11",254212,254565,"UMAG_11519","putative mitochondrial 54S ribosomal protein","Putative","11241"
"KIS67893","USMA_521_v2_11",254895,256670,"UMAG_03947","putative carboxypeptidase 2","Putative","11242"
"KIS67894","USMA_521_v2_11",257277,258405,"UMAG_03948","hypothetical protein","Hypothetical","11243"
"KIS67895","USMA_521_v2_11",262858,263138,"UMAG_12248","hypothetical protein","Hypothetical","11244"
"KIS67896","USMA_521_v2_11",267041,271747,"UMAG_03949","putative 4-alpha-glucanotransferase / amylo-1,6-glucosidase (glycogen-debranching enzyme)","Putative","11245"
"KIS67897","USMA_521_v2_11",272129,273681,"UMAG_03950","hypothetical protein","Hypothetical","11246"
"KIS67898","USMA_521_v2_11",274462,275466,"UMAG_11520","putative Vacuolar ATP synthase subunit E","Putative","11247"
"KIS67899","USMA_521_v2_11",275825,276751,"UMAG_03952","hypothetical protein","Hypothetical","11248"
"KIS67900","USMA_521_v2_11",277625,278470,"UMAG_03953","hypothetical protein","Hypothetical","11249"
"KIS67901","USMA_521_v2_11",278661,280520,"UMAG_11521","hypothetical protein","Hypothetical","11250"
"KIS67902","USMA_521_v2_11",280981,281859,"UMAG_11522","hypothetical protein","Hypothetical","11251"
"KIS67903","USMA_521_v2_11",282306,282559,"UMAG_11523","hypothetical protein","Hypothetical","11252"
"KIS67904","USMA_521_v2_11",283043,283474,"UMAG_11524","hypothetical protein","Hypothetical","11253"
"KIS67905","USMA_521_v2_11",284118,284877,"UMAG_03956","hypothetical protein","Hypothetical","11254"
"KIS67906","USMA_521_v2_11",286055,287093,"UMAG_11525","phosphoprotein phosphatase 2A catalytic subunit PPH22","Annotated","11255"
"KIS67907","USMA_521_v2_11",287516,288406,"UMAG_03958","putative fatty acid elongase","Putative","11256"
"KIS67908","USMA_521_v2_11",290983,292608,"UMAG_03959","putative t-complex-type molecular chaperone, subunit epsilon","Putative","11257"
"KIS67909","USMA_521_v2_11",292901,293752,"UMAG_03960","hypothetical protein","Hypothetical","11258"
"KIS67910","USMA_521_v2_11",294157,295326,"UMAG_11735","hypothetical protein","Hypothetical","11259"
"KIS67911","USMA_521_v2_11",295455,298313,"UMAG_11736","hypothetical protein","Hypothetical","11260"
"KIS67912","USMA_521_v2_11",300208,304737,"UMAG_03963","nuclear pore membrane protein","Annotated","11261"
"KIS67913","USMA_521_v2_11",305248,307257,"UMAG_03964","hypothetical protein","Hypothetical","11262"
"KIS67914","USMA_521_v2_11",307413,308504,"UMAG_03965","hypothetical protein","Hypothetical","11263"
"KIS67915","USMA_521_v2_11",309526,311850,"UMAG_03966","hypothetical protein","Hypothetical","11264"
"KIS67916","USMA_521_v2_11",312012,314774,"UMAG_03967","hypothetical protein","Hypothetical","11265"
"KIS67917","USMA_521_v2_11",315771,318380,"UMAG_11738","hypothetical protein","Hypothetical","11266"
"KIS67918","USMA_521_v2_11",318614,321400,"UMAG_03969","hypothetical protein","Hypothetical","11267"
"KIS67919","USMA_521_v2_11",322501,323571,"UMAG_03970","hypothetical protein","Hypothetical","11268"
"KIS67920","USMA_521_v2_11",324068,324823,"UMAG_03971","hypothetical protein","Hypothetical","11269"
"KIS67921","USMA_521_v2_11",325020,326768,"UMAG_03972","hypothetical protein","Hypothetical","11270"
"KIS67922","USMA_521_v2_11",329561,331090,"UMAG_03973","hypothetical protein","Hypothetical","11271"
"KIS67923","USMA_521_v2_11",331296,333986,"UMAG_03974","putative histidine biosynthesis trifunctional protein","Putative","11272"
"KIS67924","USMA_521_v2_11",334878,336509,"UMAG_03975","hypothetical protein","Hypothetical","11273"
"KIS67925","USMA_521_v2_11",336760,338376,"UMAG_03976","hypothetical protein","Hypothetical","11274"
"KIS67926","USMA_521_v2_11",341751,342485,"UMAG_03977","hypothetical protein","Hypothetical","11275"
"KIS67927","USMA_521_v2_11",342674,344613,"UMAG_03978","hypothetical protein","Hypothetical","11276"
"KIS67928","USMA_521_v2_11",345447,347078,"UMAG_03979","hypothetical protein","Hypothetical","11277"
"KIS67929","USMA_521_v2_11",347611,351660,"UMAG_03980","hypothetical protein","Hypothetical","11278"
"KIS67930","USMA_521_v2_11",352836,353906,"UMAG_11973","putative nitrilase","Putative","11279"
"KIS67931","USMA_521_v2_11",354115,355521,"UMAG_03982","hypothetical protein","Hypothetical","11280"
"KIS67932","USMA_521_v2_11",359954,361166,"UMAG_03983","hypothetical protein","Hypothetical","11281"
"KIS67933","USMA_521_v2_11",361799,363940,"UMAG_03984","hypothetical protein","Hypothetical","11282"
"KIS67934","USMA_521_v2_11",364082,365791,"UMAG_03985","hypothetical protein","Hypothetical","11283"
"KIS67935","USMA_521_v2_11",366145,366521,"UMAG_03986","hypothetical protein","Hypothetical","11284"
"KIS67936","USMA_521_v2_11",367610,370759,"UMAG_03987","hypothetical protein","Hypothetical","11285"
"KIS67937","USMA_521_v2_11",370953,371606,"UMAG_11739","hypothetical protein","Hypothetical","11286"
"KIS67938","USMA_521_v2_11",372033,374336,"UMAG_03989","hypothetical protein","Hypothetical","11287"
"KIS67939","USMA_521_v2_11",374456,375528,"UMAG_03990","hypothetical protein","Hypothetical","11288"
"KIS67940","USMA_521_v2_11",378126,381916,"UMAG_03991","hypothetical protein","Hypothetical","11289"
"KIS67941","USMA_521_v2_11",382106,382573,"UMAG_12249","hypothetical protein","Hypothetical","11290"
"KIS67942","USMA_521_v2_11",383238,385568,"UMAG_03992","Don3 interacting protein","Annotated","11291"
"KIS67943","USMA_521_v2_11",386929,389268,"UMAG_11740","hypothetical protein","Hypothetical","11292"
"KIS67944","USMA_521_v2_11",390142,391204,"UMAG_11741","hypothetical protein","Hypothetical","11293"
"KIS67945","USMA_521_v2_11",391546,393303,"UMAG_03994","putative indolepyruvate decarboxylase, isozyme 1","Putative","11294"
"KIS67946","USMA_521_v2_11",394103,395344,"UMAG_03995","hypothetical protein","Hypothetical","11295"
"KIS67947","USMA_521_v2_11",397676,398974,"UMAG_11742","hypothetical protein","Hypothetical","11296"
"KIS67948","USMA_521_v2_11",399115,401751,"UMAG_03997","hypothetical protein","Hypothetical","11297"
"KIS67949","USMA_521_v2_11",402600,402941,"UMAG_11743","hypothetical protein","Hypothetical","11298"
"KIS67950","USMA_521_v2_11",403771,407130,"UMAG_12250","hypothetical protein","Hypothetical","11299"
"KIS67951","USMA_521_v2_11",407526,408282,"UMAG_11744","hypothetical protein","Hypothetical","11300"
"KIS67952","USMA_521_v2_11",409084,410286,"UMAG_04000","DNA binding protein Ncp1","Annotated","11301"
"KIS67953","USMA_521_v2_11",412100,417853,"UMAG_11745","hypothetical protein","Hypothetical","11302"
"KIS67954","USMA_521_v2_11",418517,420043,"UMAG_11746","hypothetical protein","Hypothetical","11303"
"KIS67955","USMA_521_v2_11",420123,420620,"UMAG_11747","hypothetical protein","Hypothetical","11304"
"KIS67956","USMA_521_v2_11",422339,424456,"UMAG_04004","putative gamma-glutamylcysteine synthetase","Putative","11305"
"KIS67957","USMA_521_v2_11",425075,425932,"UMAG_04005","hypothetical protein","Hypothetical","11306"
"KIS67958","USMA_521_v2_11",426099,427538,"UMAG_04006","hypothetical protein","Hypothetical","11307"
"KIS67959","USMA_521_v2_11",428668,430234,"UMAG_15008","putative glucose-6-phosphate isomerase","Putative","11308"
"KIS67960","USMA_521_v2_11",431169,432029,"UMAG_04007","hypothetical protein","Hypothetical","11309"
"KIS67961","USMA_521_v2_11",433671,435521,"UMAG_11046","hypothetical protein","Hypothetical","11310"
"KIS67962","USMA_521_v2_11",435653,436864,"UMAG_04009","hypothetical protein","Hypothetical","11311"
"KIS67963","USMA_521_v2_11",440199,445097,"UMAG_11047","hypothetical protein","Hypothetical","11312"
"KIS67964","USMA_521_v2_11",446058,448295,"UMAG_11048","hypothetical protein","Hypothetical","11313"
"KIS67965","USMA_521_v2_11",448806,452267,"UMAG_11049","hypothetical protein","Hypothetical","11314"
"KIS67966","USMA_521_v2_11",452589,453409,"UMAG_11050","Ras-GTPase","Annotated","11315"
"KIS67967","USMA_521_v2_11",454446,456083,"UMAG_04013","hypothetical protein","Hypothetical","11316"
"KIS67968","USMA_521_v2_11",456651,458049,"UMAG_04014","hypothetical protein","Hypothetical","11317"
"KIS67969","USMA_521_v2_11",456968,458049,"UMAG_04014","hypothetical protein","Hypothetical","11318"
"KIS67970","USMA_521_v2_11",461915,463081,"UMAG_04015","steroid 5alpha-reductase","Annotated","11319"
"KIS67971","USMA_521_v2_11",463352,464619,"UMAG_04016","hypothetical protein","Hypothetical","11320"
"KIS67972","USMA_521_v2_11",465667,466602,"UMAG_04017","hypothetical protein","Hypothetical","11321"
"KIS67973","USMA_521_v2_11",466740,467488,"UMAG_11052","hypothetical protein","Hypothetical","11322"
"KIS67974","USMA_521_v2_11",470739,475061,"UMAG_04019","hypothetical protein","Hypothetical","11323"
"KIS67975","USMA_521_v2_11",475675,476232,"UMAG_04020","hypothetical protein","Hypothetical","11324"
"KIS67976","USMA_521_v2_11",476652,478304,"UMAG_04021","putative ribosome-binding protein NMD3","Putative","11325"
"KIS67977","USMA_521_v2_11",478923,479521,"UMAG_11053","hypothetical protein","Hypothetical","11326"
"KIS67978","USMA_521_v2_11",480861,483017,"UMAG_04022","hypothetical protein","Hypothetical","11327"
"KIS67979","USMA_521_v2_11",483826,484261,"UMAG_11054","putative peptidylprolyl isomerase FPR1","Putative","11328"
"KIS67980","USMA_521_v2_11",485048,486508,"UMAG_11055","hypothetical protein","Hypothetical","11329"
"KIS67981","USMA_521_v2_11",488947,490572,"UMAG_11056","hypothetical protein","Hypothetical","11330"
"KIS67982","USMA_521_v2_11",490751,493186,"UMAG_04026","hypothetical protein","Hypothetical","11331"
"KIS67983","USMA_521_v2_11",494733,495179,"UMAG_04027","hypothetical protein","Hypothetical","11332"
"KIS67984","USMA_521_v2_11",497569,500085,"UMAG_11057","hypothetical protein","Hypothetical","11333"
"KIS67985","USMA_521_v2_11",501387,502490,"UMAG_04029","hypothetical protein","Hypothetical","11334"
"KIS67986","USMA_521_v2_11",502683,503738,"UMAG_04030","hypothetical protein","Hypothetical","11335"
"KIS67987","USMA_521_v2_11",504453,509015,"UMAG_04031","hypothetical protein","Hypothetical","11336"
"KIS67988","USMA_521_v2_11",509558,511972,"UMAG_04032","putative beta-glucosidase","Putative","11337"
"KIS67989","USMA_521_v2_11",512331,512948,"UMAG_04033","hypothetical protein","Hypothetical","11338"
"KIS67990","USMA_521_v2_11",513634,514157,"UMAG_04034","hypothetical protein","Hypothetical","11339"
"KIS67991","USMA_521_v2_11",514531,515105,"UMAG_04035","hypothetical protein","Hypothetical","11340"
"KIS67992","USMA_521_v2_11",515936,516523,"UMAG_11058","hypothetical protein","Hypothetical","11341"
"KIS67993","USMA_521_v2_11",517111,517778,"UMAG_11059","hypothetical protein","Hypothetical","11342"
"KIS67994","USMA_521_v2_11",518153,518904,"UMAG_11060","hypothetical protein","Hypothetical","11343"
"KIS67995","USMA_521_v2_11",520020,523381,"UMAG_04038","hypothetical protein","Hypothetical","11344"
"KIS67996","USMA_521_v2_11",524869,525461,"UMAG_04039","hypothetical protein","Hypothetical","11345"
"KIS67997","USMA_521_v2_11",526346,527453,"UMAG_04040","hypothetical protein","Hypothetical","11346"
"KIS67998","USMA_521_v2_11",527688,528176,"UMAG_11061","hypothetical protein","Hypothetical","11347"
"KIS67999","USMA_521_v2_11",528484,529422,"UMAG_11062","hypothetical protein","Hypothetical","11348"
"KIS68000","USMA_521_v2_11",530016,531911,"UMAG_04042","hypothetical protein","Hypothetical","11349"
"KIS68001","USMA_521_v2_11",532106,533146,"UMAG_04043","hypothetical protein","Hypothetical","11350"
"KIS68002","USMA_521_v2_11",533968,535878,"UMAG_04044","hypothetical protein","Hypothetical","11351"
"KIS68003","USMA_521_v2_11",540420,544082,"UMAG_11063","hypothetical protein","Hypothetical","11352"
"KIS68004","USMA_521_v2_11",544362,547214,"UMAG_10578","hypothetical protein","Hypothetical","11353"
"KIS68005","USMA_521_v2_11",547539,549077,"UMAG_04046","hypothetical protein","Hypothetical","11354"
"KIS68006","USMA_521_v2_11",550329,550982,"UMAG_04047","putative spindle-assembly checkpoint protein","Putative","11355"
"KIS68007","USMA_521_v2_11",551125,553014,"UMAG_04048","hypothetical protein","Hypothetical","11356"
"KIS68008","USMA_521_v2_11",553704,554693,"UMAG_04049","hypothetical protein","Hypothetical","11357"
"KIS68009","USMA_521_v2_11",555409,557040,"UMAG_04050","putative GMP synthase (glutamine-hydrolyzing)","Putative","11358"
"KIS68010","USMA_521_v2_11",557267,558193,"UMAG_04051","hypothetical protein","Hypothetical","11359"
"KIS68011","USMA_521_v2_11",558570,559972,"UMAG_10579","hypothetical protein","Hypothetical","11360"
"KIS68012","USMA_521_v2_11",560106,562481,"UMAG_04053","putative cystathionine gamma-synthase","Putative","11361"
"KIS68013","USMA_521_v2_11",563012,564250,"UMAG_04054","putative nucleotide-binding protein","Putative","11362"
"KIS68014","USMA_521_v2_11",564596,566365,"UMAG_04055","hypothetical protein","Hypothetical","11363"
"KIS68015","USMA_521_v2_11",567433,572253,"UMAG_04056","putative ABC transporter involved in multidrug resistance","Putative","11364"
"KIS68016","USMA_521_v2_11",573368,574420,"UMAG_04057","hypothetical protein","Hypothetical","11365"
"KIS68017","USMA_521_v2_11",574863,575492,"UMAG_12251","hypothetical protein","Hypothetical","11366"
"KIS68018","USMA_521_v2_11",576132,579311,"UMAG_04059","hypothetical protein","Hypothetical","11367"
"KIS68019","USMA_521_v2_11",579436,580591,"UMAG_04060","putative dicarboxylic acid transmembrane transporter","Putative","11368"
"KIS68020","USMA_521_v2_11",582187,583672,"UMAG_04061","hypothetical protein","Hypothetical","11369"
"KIS68021","USMA_521_v2_11",585058,588474,"UMAG_04062","hypothetical protein","Hypothetical","11370"
"KIS68022","USMA_521_v2_11",589172,590359,"UMAG_04063","hypothetical protein","Hypothetical","11371"
"KIS68023","USMA_521_v2_11",591243,592886,"UMAG_04064","hypothetical protein","Hypothetical","11372"
"KIS68024","USMA_521_v2_11",593065,597081,"UMAG_04065","hypothetical protein","Hypothetical","11373"
"KIS68025","USMA_521_v2_11",599413,600051,"UMAG_04066","hypothetical protein","Hypothetical","11374"
"KIS68026","USMA_521_v2_11",600572,602425,"UMAG_04067","hypothetical protein","Hypothetical","11375"
"KIS68027","USMA_521_v2_11",604757,611436,"UMAG_15094","hypothetical protein","Hypothetical","11376"
"KIS68028","USMA_521_v2_11",612154,614976,"UMAG_04069","putative TFIIH/NER complex ATPase/helicase subunit SSL2","Putative","11377"
"KIS68029","USMA_521_v2_11",615140,615835,"UMAG_04070","Rho3 GTP binding protein","Annotated","11378"
"KIS68030","USMA_521_v2_11",616281,617471,"UMAG_11635","putative E2 ubiquitin-conjugating enzyme","Putative","11379"
"KIS68031","USMA_521_v2_11",618694,620202,"UMAG_04071","hypothetical protein","Hypothetical","11380"
"KIS68032","USMA_521_v2_11",620325,621012,"UMAG_04072","hypothetical protein","Hypothetical","11381"
"KIS68033","USMA_521_v2_11",621390,624395,"UMAG_11636","hypothetical protein","Hypothetical","11382"
"KIS68034","USMA_521_v2_11",624505,626037,"UMAG_04074","hypothetical protein","Hypothetical","11383"
"KIS68035","USMA_521_v2_11",633688,635775,"UMAG_04076","hypothetical protein","Hypothetical","11384"
"KIS68036","USMA_521_v2_11",637738,639164,"UMAG_11526","ribosomal 60S subunit protein L11","Annotated","11385"
"KIS68037","USMA_521_v2_11",642579,644879,"UMAG_04079","hypothetical protein","Hypothetical","11386"
"KIS68038","USMA_521_v2_11",645866,647884,"UMAG_04080","putative DEAD-box ATP-dependent RNA helicase DED1","Putative","11387"
"KIS68039","USMA_521_v2_11",649298,649996,"UMAG_04081","hypothetical protein","Hypothetical","11388"
"KIS68040","USMA_521_v2_11",651167,651673,"UMAG_04082","hypothetical protein","Hypothetical","11389"
"KIS68041","USMA_521_v2_11",652683,655596,"UMAG_04083","hypothetical protein","Hypothetical","11390"
"KIS68042","USMA_521_v2_11",657018,657786,"UMAG_04084","hypothetical protein","Hypothetical","11391"
"KIS68043","USMA_521_v2_11",658910,666593,"UMAG_04085","hypothetical protein","Hypothetical","11392"
"KIS68044","USMA_521_v2_11",667439,668512,"UMAG_04086","hypothetical protein","Hypothetical","11393"
"KIS68045","USMA_521_v2_11",668801,669319,"UMAG_04087","hypothetical protein","Hypothetical","11394"
"KIS68046","USMA_521_v2_11",670370,671617,"UMAG_11528","hypothetical protein","Hypothetical","11395"
"KIS68047","USMA_521_v2_11",675318,676692,"UMAG_04089","hypothetical protein","Hypothetical","11396"
"KIS68048","USMA_521_v2_11",677924,678265,"UMAG_11530","hypothetical protein","Hypothetical","11397"
"KIS68049","USMA_521_v2_11",678751,681447,"UMAG_04091","hypothetical protein","Hypothetical","11398"
"KIS68050","USMA_521_v2_11",682433,683791,"UMAG_04092","hypothetical protein","Hypothetical","11399"
"KIS68051","USMA_521_v2_11",686196,687172,"UMAG_04093","hypothetical protein","Hypothetical","11400"
"KIS68052","USMA_521_v2_11",688670,689965,"UMAG_04094","hypothetical protein","Hypothetical","11401"
"KIS67016","USMA_521_v2_15",660,2120,"UMAG_04889","hypothetical protein","Hypothetical","12015"
"KIS67017","USMA_521_v2_15",2741,5748,"UMAG_11155","hypothetical protein","Hypothetical","12016"
"KIS67018","USMA_521_v2_15",6135,7889,"UMAG_04891","hypothetical protein","Hypothetical","12017"
"KIS67019","USMA_521_v2_15",9171,10757,"UMAG_04892","hypothetical protein","Hypothetical","12018"
